appmag,distancefromearth,errdistance,colorindex,absolutemag,TargetClass
7.24,14.48,0.62,0.893,18.043842,1
10.22,4.13,1.72,0.591,18.299751,1
8.03,16.81,1.01,0.725,19.157839,0
8.41,5.86,1.14,0.398,17.249489,1
7.02,2.18,0.73,1.499,13.712282,0
6.86,6.48,0.94,1.096,15.917875,1
9.16,0.98,1.17,1.187,14.116131,0
8.69,11.97,1.25,0.544,19.080471,1
10.23,3.89,1.76,0.642,18.179749,1
6.9,14.91,0.9,0.534,17.767387,1
8.61,5.44,0.77,0.468,17.287994,1
9.39,5.2,4.03,0.459,17.970016,1
7.38,5.58,0.89,1.108,16.11317,0
8.73,3.4,0.93,1.036,16.387394,0
8.99,1.64,1.34,0.463,15.0642185,1
5.92,4.93,0.82,1.104,14.384234,0
6.15,8.6,0.79,0.911,15.822493,1
8.99,4.25,1.45,1.134,17.131945,0
9.09,16.75,1.37,0.763,20.210073,1
6.15,24.2,0.51,0.448,18.069077,1
8.38,3.25,0.85,0.915,15.939417,1
8.5,5.07,1.56,0.406,17.02504,1
9.28,9.19,0.78,0.513,19.096577,1
8.85,4.21,1.4,1.01,16.97141,0
9.14,3.64,1.77,1.038,16.945507,1
9.27,21.9,3.1,0.999,20.972221,1
6.41,7.9,0.59,0.888,15.898135,0
8.91,7.44,1.23,1.006,18.267864,0
9.46,3.73,1.18,0.648,17.318544,1
7.05,4.12,0.84,1.626,15.124486,0
8.17,4.33,0.8,1.127,16.35244,0
5.04,6.4,0.87,-0.15,14.0709,1
8.07,16.11,0.92,0.517,19.105478,1
7.2,2.84,0.86,1.599,14.466592,0
9.28,3.79,1.2,0.559,17.173195,1
5.44,4.63,0.74,1.076,13.767904,0
4.95,18.71,0.73,0.17,16.310368,1
9.1,24.04,5.66,0.772,21.004673,1
9.35,0.87,2.47,0.43,14.047596,0
8.99,10.95,1.52,0.617,19.18707,1
6.12,8.98,0.58,0.162,15.886382,0
2.86,45.74,0.55,0.29,16.161482,1
7.52,3.38,0.75,1.212,15.164583,0
9.41,28.66,1.41,0.863,21.69638,1
9.45,4.4,1.05,0.434,17.667263,1
8.43,3.84,1.35,1.086,16.351658,0
9.06,0.27,1.29,1.073,11.21682,0
10.48,25.12,2.54,1.246,22.480099,1
7.66,5.42,0.58,0.463,16.329996,0
10.38,6.07,1.75,0.3,19.295944,1
7.96,8.04,1.03,1.019,17.48628,0
8.8,6.35,1.36,0.725,17.81387,1
8.36,2.42,0.93,1.113,15.279077,0
7.83,4.04,1.06,1.001,15.861907,0
8.12,5.69,0.94,0.353,16.895561,1
9.72,-1.95,3.24,0.456,16.170174,1
5.15,8.76,0.64,1.471,14.86252,0
4.84,9.05,0.73,1.372,14.623243,0
7.94,6.52,0.6,0.397,17.011238,0
8.32,2.14,0.97,1.506,14.972069,0
9.88,10.53,2.99,0.545,19.992142,1
7.57,5.14,0.76,0.312,16.124815,1
9.57,9.22,1.58,0.602,19.393654,1
8.36,10.72,0.83,0.453,18.510975,1
8.78,2.69,0.87,1.288,15.9287615,0
9.8,22.52,1.48,0.855,21.562843,1
9.29,4.96,1.2,1.335,17.767408,0
8.85,3.09,1.15,0.048,16.299793,1
8.35,6.55,1.18,0.478,17.431206,1
8.71,13.15,0.85,0.614,19.30463,1
9.01,1.43,0.91,1.06,14.78668,0
7.28,11.96,0.84,0.446,17.668655,1
8.32,2.76,1.27,1.154,15.524546,0
6.71,6.57,0.54,0.883,15.797828,0
9.31,11.58,1.4,0.667,19.628544,1
7.81,6.35,0.98,0.446,16.823868,1
8.82,0.21,0.93,1.183,10.431096,0
10.56,20.85,2.04,1.086,22.15553,1
9.27,1.78,1.04,1.446,15.5221,0
7.71,5.1,1.09,1.368,16.247852,0
4.98,2.71,0.9,1.378,12.144846,0
7.65,5.29,0.8,1.122,16.267279,0
6.36,13.96,0.9,0.238,17.084429,0
8.56,3.03,0.75,1.369,15.967214,0
8.55,4.28,0.95,1.051,16.707218,0
8.17,10.92,1.04,0.478,18.361115,1
8.42,4.18,1.24,1.05,16.52588,0
11.94,12.12,4.89,1.093,22.357513,1
8.75,14.55,0.84,0.594,19.564316,1
6.43,5.05,0.58,1.26,14.946457,0
7.23,5.47,0.85,1.096,15.919937,0
8.87,-0.11,1.38,2.024,9.076963,0
9.58,1.79,1.35,0.204,15.844265,0
8.25,3.92,1.2,1.22,16.21643,0
5.69,1.67,0.69,1.435,11.803582,0
9.7,2.87,1.32,0.482,16.98941,1
8.17,-0.86,1.15,0.899,12.842492,0
9.91,3.97,1.54,0.737,17.903954,1
9.16,4.81,1.11,0.232,17.570724,0
8.4,3.44,0.99,1.147,16.08279,0
6.24,7.78,0.81,0.976,15.694898,0
7.34,1.69,0.93,1.201,13.479433,0
8.93,11.52,1.2,0.64,19.237263,1
7.37,1.66,1,1.612,13.47054,0
9.8,3.68,1.46,0.455,17.62924,1
8.62,2.7,1.71,0.403,15.776819,1
7.15,23.3,0.86,0.712,18.986778,1
8.9,3.73,1.22,1.15,16.758545,0
8.57,1.19,1.2,1.035,13.947735,0
7.42,5.97,0.83,-0.016,16.299871,1
8.33,2.07,1.28,1.047,14.909851,0
8.94,5.12,1.25,0.676,17.486351,1
10.12,4.35,1.6,0.48,18.312447,1
8.07,11.54,0.67,0.365,18.38103,1
9.87,8.07,1.72,0.623,19.404367,1
7.82,0.01,1,1.093,2.8200002,0
6.33,3.19,0.71,0.013,13.848953,0
8.94,1.56,1,1.419,14.9056225,0
7.93,3.04,0.75,1.399,15.344368,0
9.3,4.36,1.46,0.972,17.497433,0
6.01,2.81,0.83,-0.03,13.253532,1
9.51,14.64,1.1,0.74,20.337706,1
8.02,14.08,0.93,0.556,18.763014,1
9.58,17.12,1.53,0.821,20.747519,1
7.88,0.58,1.78,0.83,11.69714,1
7.47,14.53,1.21,0.55,18.281328,1
5.14,41.01,0.89,0.448,18.204449,1
8.25,9.81,1.21,0.448,18.208345,1
8.15,4.44,0.94,1.045,16.386913,0
9.04,3.33,1.36,1.518,16.652222,0
8.29,6.31,1.69,0.4,17.290146,1
7.05,2.8,0.77,1.615,14.28579,0
8.14,8.12,0.82,0.433,17.68778,1
7.76,0.8,0.9,1.472,12.27545,0
8.48,-0.68,1.16,0.651,12.642544,0
7.81,3.17,0.8,1.642,15.315296,0
11.18,3.24,2.04,0.117,18.732725,0
8.38,5.52,1.07,0.318,17.089695,0
6.33,17.15,0.78,0.461,17.50132,1
7.18,2.3,0.78,0.031,13.988639,1
9.01,4.43,1.33,1.015,17.24202,1
8.3,3.19,1.01,1.007,15.818954,0
8.95,3.97,1.05,1.052,16.943953,0
8.88,2.79,0.81,1.143,16.10802,0
9.3,5.62,1.08,0.409,18.048683,1
8.43,2.19,1.41,0.1,15.132221,1
7.91,7.61,0.95,0.423,17.316923,1
9.52,9.2,1.21,0.444,19.33894,1
8.71,-0.06,0.95,1.211,7.6007566,0
9.11,0.63,1.18,1.168,13.106703,0
8.14,6.54,1.22,0.388,17.217888,1
8.63,0.52,1.04,1.219,12.210016,0
9.09,-0.66,0.93,1.453,13.187719,0
9.54,5.68,1.34,0.495,18.31174,1
8.91,-0.24,1.17,1.269,10.811056,0
7.79,5.54,0.82,0.334,16.50755,1
7.56,3.39,0.81,1.169,15.210999,0
8.51,9.83,0.83,0.504,18.472767,1
9.72,9.92,1.46,0.557,19.702559,1
9.58,12.22,1.01,0.625,20.015356,1
9.36,8.2,1.48,0.724,18.92907,1
5.93,12.45,0.74,0.141,16.405846,1
8.66,3.7,1.41,1.052,16.501009,0
7.76,0.44,0.97,1.316,10.977263,0
8.26,0.72,1.04,0.47,12.546663,0
7.92,6.42,1.07,0.108,16.957676,1
9.15,0.14,1.1,1.157,9.88064,0
9.39,8.3,1.3,0.593,18.98539,1
5.57,8.09,0.66,0.697,15.109743,0
9.62,5.34,1.45,0.553,18.257706,1
8.14,1.15,0.94,0.02,13.443489,1
9.21,2.88,1.29,0.577,16.506962,1
7.77,2.75,1.07,1.391,14.966663,0
6.12,7.38,0.92,0.919,15.460281,0
8.28,2.29,1.08,0.984,15.079178,1
8.79,0.21,1.39,1.161,10.401096,0
9.32,2.61,1.38,0.923,16.403202,0
7.61,4.51,0.95,1.132,15.880882,0
9.65,3.58,0.93,0.466,17.419415,1
8.55,4.39,1.09,1.205,16.762321,0
9.5,5.41,2.4,0.646,18.165985,1
7.15,8.03,0.94,0.866,16.673578,0
9.41,7.62,1.21,0.692,18.819775,1
7.35,2.03,0.84,1.689,13.88748,0
5.25,15.02,0.72,1.044,16.13335,0
9.17,6.55,1.23,1.015,18.251205,0
5.68,10.3,0.58,1.051,15.744186,0
8.33,2.76,0.84,0.39,15.534546,1
5.79,10.74,0.76,1.073,15.945022,0
8.17,15.34,1.1,0.636,19.099127,1
8.49,13.16,1.04,0.575,19.08628,1
9.98,4.43,1.14,0.546,18.212019,1
7.69,7.93,0.69,0.453,17.186365,1
6.2,23.82,0.87,0.443,18.08471,1
8.73,0.5,1.26,1.341,12.22485,1
6.58,3.41,0.56,0.008,14.2437725,1
9.22,4.49,1.19,0.568,17.481232,1
6.43,4.47,0.81,1.482,14.681538,0
7.53,23.9,0.85,0.577,19.42199,1
8.97,6.46,2.25,1.047,18.021164,0
8.77,6.29,1.56,0.539,17.763252,1
7.42,4.37,0.69,1.395,15.622408,0
8.34,4.09,1.16,1.14,16.398617,0
6.67,11.91,0.66,0.33,17.049559,1
8.46,0.88,1.14,1.097,13.182413,0
7.98,3.87,0.95,1.13,15.918554,0
9.35,12.68,1.23,0.748,19.865597,1
9.12,3.79,0.94,0.58,17.013195,0
8.92,8.44,1.12,0.542,18.551712,1
10.98,12.88,2.37,1.013,21.52958,1
8.47,4.6,1.02,1.136,16.78379,0
8.82,0.36,1.03,0.538,11.601513,0
6.44,6.3,2.07,1.071,15.436703,0
8.55,0.36,0.87,1.093,11.331512,0
7.87,2.63,0.87,1.176,14.969778,0
8.82,3.49,1.32,0.541,16.534126,1
7.04,4.06,1.05,0.907,15.08263,0
8.96,0.87,0.99,0.41,13.657597,0
7.67,3.37,1.15,1.686,15.308149,0
7.63,16.91,1.15,0.471,18.770718,1
8.46,10.58,2.15,1.2,18.582428,1
8.4,2.9,1.08,1.264,15.71199,0
7.8,2.95,0.75,1.099,15.149111,1
10.5,2.53,1.59,0.66,17.515602,1
8.76,22.86,0.87,0.743,20.555382,1
8.77,8.12,1.13,0.551,18.31778,1
7.41,4.28,0.9,0.947,15.567219,0
8.51,11.77,1.2,0.613,18.863882,1
9.07,2.45,1.49,0.891,16.015831,0
8.74,10.58,1.17,0.524,18.862427,1
9.03,3.63,1.27,1.349,16.829533,0
8.37,7.77,1.89,0.636,17.822105,1
7.57,20.45,1.08,0.616,19.123466,1
8.39,15.15,1.24,0.816,19.292065,1
7.3,6.62,0.88,1.049,16.40429,0
5.57,3.32,0.54,-0.023,13.175691,0
9.09,9.23,0.87,1.014,18.916008,1
9.39,13.01,1.37,0.605,19.961388,1
6.91,22.23,0.64,0.65,18.644697,1
8.04,5.89,0.73,0.206,16.890575,1
7.83,6.1,0.99,1.024,16.756649,0
8.69,-0.43,1.1,1.401,11.857342,0
7.39,0.79,0.73,1.564,11.878136,0
6.91,3.2,0.75,1.452,14.435749,0
7.22,47.36,1.25,1,20.597057,1
7.69,6.32,0.83,1.047,16.693586,0
8.52,6.51,1.04,0.403,17.587906,1
7.48,3.62,0.64,1.216,15.273542,0
8.94,6.02,1.21,0.756,17.837982,1
7.84,3.35,0.9,0.018,15.465224,1
7.6,1.69,1.07,1.414,13.739433,0
7.49,4.88,0.92,1.19,15.932098,0
9.62,5.84,0.98,0.481,18.452065,1
7.64,3.49,1.15,1.261,15.354128,0
7.79,3.69,0.92,1.157,15.625132,0
8.47,5.7,1.22,1.176,17.249374,0
7.36,4.73,0.69,1.117,15.734306,0
7.94,4.7,1.01,0.997,16.30049,0
7.77,3.24,1.04,1.073,15.322725,1
8.05,7.49,0.89,0.518,17.42241,1
8.36,2.16,1.05,0.939,15.032269,1
9.25,2.63,2.01,0.224,16.34978,1
8.44,2.49,0.99,1.079,15.420996,0
10.34,3.51,2.61,0.396,18.066536,1
6.25,3.32,0.76,1.658,13.85569,0
8.39,6.48,1.24,0.458,17.447876,1
9.45,7.09,0.89,0.421,18.703232,1
8.99,2.68,1.18,0.23,16.130674,1
7.61,3.08,0.92,0.975,15.052753,0
8.77,1.39,1.44,1.534,14.485075,0
8.48,3.32,1,1.056,16.08569,0
7.01,7.7,0.81,1.078,16.442453,1
6.89,11.5,1.09,0.292,17.19349,1
8.4,23.21,1.15,0.78,20.228374,1
8.86,3.89,1.83,1.035,16.809748,0
8.79,-1.25,1.4,1.282,14.2745495,0
7.67,8.06,0.76,0.271,17.201675,1
8.6,1.87,1.29,1.1,14.9592085,0
7.81,2.2,0.98,1.367,14.522114,0
9.77,8.84,1.65,0.775,19.502262,1
9.21,7.08,3.04,0.927,18.460167,0
9.84,1.04,3.63,0.398,14.925167,1
9.09,2.91,0.94,0.9,16.409466,0
10.59,-4.78,4.18,0.962,18.98714,0
9.9,3.97,1.16,0.453,17.893951,1
8.78,3.23,1.24,1.048,16.326012,0
9.05,3.38,1.06,1.083,16.694584,0
8.97,8.47,1.09,0.574,18.609417,1
8.13,2.71,1.15,1.089,15.294847,0
9.89,0.86,2.11,1.159,14.562492,0
9.65,5.77,1.62,0.52,18.45588,1
8.71,1.3,1.25,0.977,14.2797165,0
9.09,3.58,1.48,1.205,16.859415,0
8.69,1.93,1.36,2.102,15.117786,0
5.59,8.29,0.68,1.163,15.182773,0
8.03,4.52,0.7,0.947,16.30569,0
8.95,3.48,1.14,0.475,16.657896,1
8.32,3.76,1.26,0.1,16.195938,1
8.65,15.8,1.16,0.637,19.643284,1
8,36.16,1,0.78,20.791142,1
3.59,18.76,0.74,1.275,14.956165,0
9.39,7.99,1.25,0.605,18.902733,1
8.06,3.51,1.17,0.911,15.786536,1
9.86,3.04,3.26,0.495,17.274368,1
9.78,7.87,1.54,0.771,19.259872,0
11.42,-6.63,3.8,0.041,20.527569,0
8.13,1.84,0.99,0.928,14.454089,0
5.95,16.75,0.82,0.259,17.070072,1
7.97,1.07,1.04,1.431,13.116919,0
7.22,14.95,0.68,0.71,18.093204,0
7.93,11.18,0.94,0.495,18.172209,1
8.29,5.13,0.76,1.011,16.840588,0
8.91,5.94,1.73,0.47,17.77893,1
5.51,12.45,0.81,0.987,15.9858465,0
8.8,2.98,0.77,1.165,16.171082,0
8.28,9.62,0.72,0.435,18.195875,1
8.87,18.19,1.45,0.702,20.169163,1
6.38,23.16,0.81,0.366,18.203693,1
8.56,0.77,1.23,1.365,12.992455,0
7.86,3.45,1.08,1.255,15.549095,0
6.82,1.13,0.79,-0.055,12.085392,1
9.9,4.21,1.77,0.498,18.02141,1
7.6,3.08,1,0.976,15.042753,1
7.74,5.56,0.73,1.167,16.465374,0
8.22,5.09,0.97,0.352,16.75359,1
7.61,1.33,0.98,1.514,13.229259,0
9.75,33.18,2.07,1.008,22.354382,1
9.64,-2.13,3.75,1.5,16.281898,0
8.81,5.16,0.77,0.411,17.37325,1
8.89,8.17,1.2,0.647,18.45111,1
9,5.7,1.45,0.5,17.779373,1
9.16,5.46,1.02,0.889,17.845963,1
9.82,3.7,1.38,0.692,17.661009,1
6.11,1.75,0.83,1.674,12.325191,0
7.78,4.53,1.05,1.302,16.060492,0
8.83,7.85,1.2,0.555,18.304348,1
7.54,-0.2,0.84,1.476,9.04515,0
7.73,1.64,0.85,1.409,13.804219,0
7.63,5.51,1.02,0.987,16.335758,0
8.83,5.47,1.32,0.25,17.519936,0
9.46,9.9,1.38,0.546,19.438175,1
8.99,0.7,1,1.363,13.21549,0
9.11,11.89,1.31,0.83,19.485909,1
7.79,1.17,0.67,1.45,13.130929,0
7.48,2.87,0.87,1.532,14.769409,0
9.15,0.17,1.13,1.47,10.302244,0
7.64,5.93,0.95,0.056,16.505274,1
7.1,-0.18,0.95,0.307,8.376363,0
9.44,1.82,1.49,0.984,15.740356,0
8.33,4.26,1.01,1.399,16.477047,0
5.97,8.67,0.6,-0.008,15.660095,0
5.94,3.22,0.83,1.548,13.4792795,0
7.81,3.38,0.75,1.351,15.454584,0
8.45,4.8,0.91,1.035,16.856205,0
8.4,5.68,1.13,1.069,17.171741,0
9.46,4.02,1.28,1.237,17.48113,0
9.05,4.62,1.19,0.354,17.37321,1
6.49,16.89,0.8,0.616,17.628147,1
8.37,3.17,1.14,1.326,15.875297,0
8.75,1.15,1.35,1.204,14.053489,0
6.71,5.27,1.01,0.976,15.319053,0
5.54,10.04,0.86,-0.064,15.548669,1
9.51,3.01,1.32,1.075,16.902832,0
6.78,5.96,0.92,1.348,15.656231,0
8.89,2.8,1.1,1.179,16.12579,0
11.16,54.91,2.19,1.485,24.858257,1
9.4,9.99,1.31,0.598,19.397827,1
7.59,12.66,0.93,0.481,18.102169,1
9.49,1.08,1.52,0.209,14.657119,0
8.17,2.8,0.75,1.109,15.40579,0
9.54,0.33,1.8,1.194,12.13257,0
8.62,11.01,1.18,0.448,18.828938,1
9.7,10.31,2.72,0.716,19.766293,1
6.8,5.71,0.75,1.293,15.58318,0
9.14,1.63,1.09,1.415,15.200939,0
9.51,5.4,4,0.566,18.171968,1
8.14,1.66,1,1.18,14.2405405,0
9.16,7.72,1.4,0.448,18.598087,1
6.55,4.61,0.87,0.256,14.868505,0
6.82,0.24,0.88,1.874,8.721056,0
9.32,7.38,1.42,0.529,18.660282,1
8.66,1.92,1.11,1.331,15.076506,0
7.56,11.92,0.61,0.419,17.941381,1
8.41,2.77,1.05,0.084,15.622399,1
8.21,7.61,0.71,0.329,17.616924,1
6.18,4.05,0.57,1.607,14.217276,0
8.3,5.23,1.12,0.411,16.89251,1
8.72,9.95,4.09,0.428,18.709114,1
8.23,16.58,1.07,0.626,19.327923,1
10.34,0.55,1.58,0.53,14.041814,0
9.09,3.37,0.89,1.104,16.72815,0
8.78,-2.05,1.52,1.382,15.338769,1
8.94,14.25,16.39,1.183,19.709072,0
8.32,5.34,1.07,0.448,16.957706,1
9.17,5.45,1.34,0.558,17.851982,1
10.95,0.62,1.57,0.134,14.911959,0
9.55,0.39,1.45,0.868,12.505323,0
10.11,7.4,1.65,0.566,19.456158,1
8.56,2.42,0.88,1.347,15.479077,0
4.9,11.31,0.68,1.231,15.167313,0
7.96,1.56,0.94,1.6,13.925623,0
8.55,2.87,1.11,0.902,15.83941,0
8.09,280.27,1.05,1.56,25.327883,1
7.9,5.91,0.89,0.469,16.757938,1
9.88,4.66,1.54,0.42,18.221931,1
8.93,3.21,0.78,-0.029,16.462524,1
5.78,0.97,0.59,0.294,10.71386,0
9,5.99,1.35,0.526,17.887135,1
5.01,3.24,0.68,0.405,12.562725,0
7.26,3.93,0.76,0.049,15.231963,1
8.11,17.29,1.09,0.635,19.298973,1
8.2,2.49,1.07,0.88,15.180996,0
7.85,4.42,1.13,0.168,16.07711,0
6.7,1.66,0.61,-0.017,12.80054,1
10.01,3.08,1.1,0.537,17.452753,1
8,1.53,1.54,0.953,13.923457,0
7.82,1.41,0.83,0.337,13.566095,0
4.17,0.79,0.52,0.13,8.658135,0
6.47,11.76,0.87,1.184,16.822037,0
6.76,2.39,0.84,0.433,13.65199,0
9.8,3.03,1.5,0.524,17.207214,1
9.32,7.88,1.1,0.423,18.802631,1
7.67,6.81,1,0.958,16.835735,0
6.89,4.7,0.82,0.951,15.25049,0
6.22,8.89,0.84,1.114,15.964508,0
9.11,0.02,1.35,1.267,5.6151495,0
8.68,2.07,0.8,-0.052,15.259851,1
9.06,2.39,1.26,0.99,15.95199,0
9.12,3.97,1.13,0.535,17.113953,1
8.56,229.33,1.08,1.462,25.362305,1
7.96,7.76,0.84,0.181,17.40931,1
8.93,3.77,1.14,1.1,16.811707,0
,11.58,1.13,0.473,18.798542,1
8.5,19.39,1.62,0.714,19.93789,1
8.07,4.95,1.26,0.87,16.543026,1
7.69,11.72,0.75,0.839,18.03464,1
8.74,5.79,1.3,0.65,17.553392,1
6.43,12.71,0.74,0.514,16.950727,1
8.93,4.14,1.24,0.353,17.015003,1
6.93,6.8,0.86,0.928,16.092545,0
6.36,6.09,0.53,0.906,15.283087,0
8.98,1.85,1.41,1.217,15.315859,0
,-0.72,0.91,1.677,11.816663,0
7.22,1.47,0.63,1.651,13.056587,0
7.43,4.86,0.85,1.271,15.86318,0
6.88,1.57,0.84,0.83,12.859499,0
9.29,3.11,1.38,1.068,16.753803,0
7.48,2.82,1,0.944,14.731245,1
9.07,9.23,1.05,0.503,18.896008,1
9.2,2.02,0.96,0.161,15.726757,1
9.55,4.85,1.39,0.533,17.978708,1
5.27,11.26,0.77,0.999,15.527693,0
8.62,2.87,1.11,0.196,15.9094095,1
9.43,14.69,3.6,0.896,20.26511,1
,2.36,0.72,1.081,15.434559,0
6.99,2.88,0.88,1.382,14.2869625,0
10.19,3.9,1.68,0.37,18.145323,1
12.31,18.8,4.99,1.336,23.68079,1
7.91,2.71,0.98,1.205,15.074846,0
8.78,1.37,0.9,0.953,14.463602,0
9.9,-1.16,2.37,0.33,15.22229,0
8.98,2.35,0.86,1.018,15.835339,0
9.11,4.18,1.45,1.247,17.215881,0
9.11,4.47,1.17,1.314,17.361538,0
9.43,6.64,0.93,0.513,18.54084,1
9.82,9.24,1.54,0.687,19.64836,1
,5.3,1.16,1.094,17.021378,0
9.35,3.89,1.43,0.972,17.299747,1
9.77,7.85,3.33,0.95,19.244349,1
9.67,2.16,1.14,1.244,16.34227,1
8.35,3.06,1.06,0.955,15.778607,0
11.44,1.56,3.02,1.2,17.405622,1
10.16,5.68,2.36,0.393,18.931742,1
7.1,17.88,0.9,0.5,18.361837,1
8.23,10.79,1.5,0.513,18.395107,1
,3.93,0.77,1.17,15.101963,0
8.58,4.98,1.2,1.02,17.066147,1
8.86,14.08,1.18,0.552,19.603012,1
8.54,3.34,1.2,0.97,16.158733,0
8.87,10.54,1.19,0.544,18.984203,1
6.61,5.97,0.62,1.093,15.489872,0
7.47,5.53,1.04,0.94,16.183626,0
8.88,11.6,0.96,0.543,19.20229,1
10.21,7.12,1.93,0.483,19.4724,1
,8.46,1.38,0.57,18.53685,1
9.14,2.01,1.06,0.973,15.655981,0
8.24,3.5,0.76,1.062,15.9603405,0
6.86,1.79,0.81,0.047,13.124266,0
9.75,2.37,1.48,0.808,16.623741,1
7.99,2.75,0.67,-0.005,15.186664,1
8.73,2.15,0.98,1.098,15.392192,0
8.53,4.07,0.84,0.898,16.577972,0
9.02,16.48,1.49,0.599,20.104786,1
8.78,6.96,1.14,0.432,17.993046,1
,1.46,0.64,1.692,13.401764,0
9.48,0.22,1.75,1.061,11.192113,0
,10.55,0.69,-0.06,15.236262,1
6.43,5.65,0.85,1.339,15.190243,0
8.13,8.92,0.8,0.468,17.881824,1
9.74,30.78,1.6,1.144,22.181343,1
9.43,10.6,0.93,0.588,19.55653,1
6.07,7.28,0.89,1.036,15.380657,0
7.74,-0.48,0.8,0.554,11.146206,0
,1.87,0.85,1.605,13.429209,0
6.4,5,0.82,0.018,14.89485,1
7.46,4.73,0.67,0.16,15.834306,1
7.84,3.77,0.97,1.146,15.721707,0
8.12,7.78,2.03,0.473,17.574898,1
8.7,4.12,1.23,1.111,16.774487,0
8.7,1.54,0.82,0.082,14.637604,1
6.96,2.84,0.78,1.485,14.226592,0
8.47,5.95,0.77,0.956,17.342585,1
7.46,24.42,0.68,0.537,19.398727,1
,6.59,0.77,1.075,15.664427,0
9.43,7.79,1.32,0.293,18.887688,1
8.93,1.08,1.26,1.179,14.097119,0
8.85,2.44,0.91,1.212,15.78695,0
8.37,7.86,1.09,0.485,17.847113,1
6.39,7.27,0.79,1.069,15.697672,0
9,5.47,0.93,0.415,17.689938,1
8.51,4.18,0.96,0.873,16.615881,0
5.75,26.83,0.96,0.443,17.893105,1
5.09,15.94,0.48,1.345,16.102442,0
10.26,2.84,2.22,0.439,17.526592,1
,2.96,0.99,1.426,14.256458,0
8.76,23.8,1.21,0.746,20.642885,0
4.92,8.18,0.85,1.434,14.483767,0
6.43,3.1,0.83,1.498,13.886808,0
6.07,72.98,0.75,0.752,20.38602,1
9.38,3.36,1.54,0.187,17.011696,1
6.95,2.45,0.91,1.518,13.89583,0
8.92,6.21,1.18,0.843,17.885458,0
,9.69,0.59,0.052,16.16162,1
9.03,3.72,1.28,1.609,16.882713,0
9.28,9.48,1.19,0.49,19.164042,1
7.64,5.07,1,0.94,16.16504,0
7.37,21.91,0.82,0.539,19.073212,1
5.69,10.18,0.78,1.06,15.728739,0
7.01,6.41,0.72,0.192,16.04429,1
7.19,4.44,0.79,0.974,15.426914,0
9.23,2.6,1.32,0.32,16.304867,1
9.75,2.96,1.56,0.735,17.106459,1
8.36,3.98,1.22,0.879,16.359415,1
,15.26,1.03,0.563,18.697773,1
9.27,5.43,1.38,0.529,17.944,1
9.02,3.68,1.21,0.96,16.84924,1
8.65,7.24,1.88,0.476,17.948692,1
7.81,4.86,0.9,0.942,16.243181,0
6.76,3.56,0.79,1.074,14.51725,0
9.21,0.53,1.02,0.142,12.831379,1
7.07,9.28,1.02,0.483,16.90774,0
8.41,1.88,0.96,1.486,14.780789,0
7.24,9.61,1.04,0.286,17.153618,1
,10.45,1.14,0.822,19.66558,1
9.13,7.48,1.08,0.577,18.499508,1
10.66,16.33,2.02,1.379,21.72493,1
7.85,19.99,0.94,0.539,19.354063,1
7.8,3.77,1,0.559,15.681707,1
7.6,11.98,1.23,0.418,17.992285,1
6.97,5.26,0.89,1.05,15.574928,0
9.7,1.66,0.94,0.479,15.80054,1
,0.2,1.44,1.148,10.31515,0
10.14,2.5,1.63,0.516,17.1297,1
7.74,6.38,0.89,1.137,16.764103,0
5.43,5.5,0.98,1.391,14.131813,0
7.71,2.77,0.76,-0.041,14.9223995,1
7.23,7.09,0.69,1.17,16.48323,0
,0.15,1.86,0.58,10.260457,0
5.99,4.86,0.97,1.022,14.423181,0
7.46,2.34,0.8,1.62,14.30608,0
8.4,1.36,1.11,1.305,14.067695,0
9.47,10.53,1.41,0.727,19.582142,1
8.47,4.12,1.02,0.503,16.544487,1
9.25,8.33,1.14,0.698,18.853226,1
7.32,5.85,0.97,1.064,16.155779,0
9.47,12.6,1.4,0.678,19.971851,1
10.95,1.57,3.06,0.37,16.929499,1
9.81,1.15,1.52,0.18,15.113489,1
8.71,19.4,1.25,0.657,20.14901,1
7.28,0.44,0.75,0.637,10.497263,0
9.14,2.85,1.4,1.041,16.414225,0
9.94,5.79,1.56,0.642,18.753391,1
9.29,-1.52,1.28,1.052,15.199218,0
10.66,2.03,2.7,0.98,17.19748,0
,31.01,0.87,0.594,18.897509,1
8.78,13.4,0.76,0.602,19.415524,1
6.14,4.23,0.8,1.49,14.271702,0
6.47,7.63,0.76,0.946,15.882622,0
5.59,5.7,0.53,-0.1,14.369374,0
9.26,12.39,1.45,0.589,19.725357,1
6.18,5.79,0.76,1.544,14.993393,0
9.64,3.1,1.4,0.2,17.09681,1
8.87,2.04,1.23,1.029,15.418151,0
7.96,5.1,1.03,1.005,16.497852,0
8.22,16.29,1.62,0.83,19.279606,1
6.93,0.65,0.66,0.24,10.994566,0
8.27,13.78,1.06,0.58,18.966248,1
8.8,3.14,0.98,0.882,16.284649,0
9.12,11.7,3.14,0.676,19.46093,1
,3,0.82,1.55,14.435606,0
7.8,0.91,0.91,0.635,12.595207,0
5.36,5.55,0.82,1.559,14.081465,0
8.65,1.32,1.03,0.019,14.25287,1
,5.71,1.17,0.512,17.593182,1
,4.91,1.26,0.01,15.685408,1
3.86,4.53,0.98,0.894,15.460491,0
,23.93,1.22,0.13,15.754713,1
6.64,4.46,0.8,1.301,14.886675,0
12.49,22.93,5.47,1.34,24.292019,1
